"anweight","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19"
0.49873337,45,"1 - Never",NA,5,8,7,"3 - Hardly interested","3 - Some","1 - Not at all able","2 - Very little","1 - Not at all confident",NA,NA,7,5,4,3,NA,"Yes",8,"5 - Once a week","2","1 - Much less than most","No","2 - Safe","2 - Good","3 - No",4,1,"Yes",5,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",4,"3 - Somewhat worried",NA,"4 - Less than once a day but at least 4 times a week","3 - Once a day",5,"4 - I don’t smoke now but I used to","2 - Several times a week",72,72,"5 - Never",160,64,"No",5,"Female",88,NA,"3 - Somewhat like me","Yes"
0.35014552,60,"2 - Only occasionally",NA,6,6,5,"3 - Hardly interested","3 - Some","1 - Not at all able","1 - Not at all","1 - Not at all confident",2,2,5,2,2,2,2,"Yes",9,"4 - Several times a month","1","1 - Much less than most","No","2 - Safe","2 - Good","3 - No",7,5,"Yes",7,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"Yes","Yes","No",0,"3 - Somewhat worried",8,"3 - Once a day","3 - Once a day",5,"6 - I have never smoked","3 - Once a week",20,20,"2 - Weekly",171,74,"Yes",9,"Male",66,"Legally married","2 - Like me","Yes"
0.52500695,0,"5 - Every day",240,8,4,6,"4 - Not at all interested","5 - A great deal","1 - Not at all able","2 - Very little","1 - Not at all confident",2,2,4,1,2,2,4,"No",9,"7 - Every day","0 - None","2 - Less than most","No","2 - Safe","2 - Good","2 - Yes to some extent",2,3,"No",4,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"2 - Not very worried",8,"7 - Never","7 - Never",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",170,58,"No",8,"Male",21,NA,"4 - A little like me","Yes"
1.0270476,300,"5 - Every day",600,5,5,2,"1 - Very interested","1 - Not at all","1 - Not at all able","1 - Not at all","3 - Quite confident",5,5,5,8,4,3,4,"No",8,"4 - Several times a month","3","1 - Much less than most","No","1 - Very safe","1 - Very good","3 - No",2,2,"No",2,"6 - Less often","7 - Never","No","No","No",2022,"Yes","No","No",7,"3 - Somewhat worried",8,"3 - Once a day","3 - Once a day",3,"4 - I don’t smoke now but I used to","4 - 2-3 times a month",30,50,"3 - Monthly",174,71,"No",8,"Male",31,"Legally married","1 - Very much like me","Yes"
0.41808814,60,"5 - Every day",480,7,6,2,"3 - Hardly interested","2 - Very little","1 - Not at all able","1 - Not at all","3 - Quite confident",7,6,6,5,NA,7,5,"Yes",8,"6 - Several times a week","4-6","3 - About the same","No","2 - Safe","2 - Good","3 - No",9,6,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",4,"3 - Somewhat worried",7,"4 - Less than once a day but at least 4 times a week","3 - Once a day",2,"6 - I have never smoked","4 - 2-3 times a month",13.2,40,"3 - Monthly",188,95,"No",7,"Male",29,"Living with my partner - not legally recognised","2 - Like me","Yes"
0.59527254,5,"5 - Every day",210,7,6,3,"2 - Quite interested","2 - Very little","2 - A little able","3 - Some","3 - Quite confident",4,8,10,5,5,7,6,"No",7,"6 - Several times a week","4-6","3 - About the same","Yes","1 - Very safe","3 - Fair","1 - Yes a lot",10,10,"Yes",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"5 - Extremely worried",6,"3 - Once a day","2 - Twice a day",7,"5 - I have only smoked a few times","2 - Several times a week",10,9.8,"3 - Monthly",178,69,"No",8,"Male",20,NA,"1 - Very much like me","Yes"
0.679155,45,"2 - Only occasionally",NA,7,6,5,"2 - Quite interested","1 - Not at all","2 - A little able","2 - Very little","2 - A little confident",6,6,4,6,7,7,5,"Yes",9,"4 - Several times a month","3","2 - Less than most","No","2 - Safe","3 - Fair","3 - No",8,6,"No",5,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",8,"6 - Less than once a week","3 - Once a day",5,"1 - I smoke daily, 10 or more cigarettes","6 - Less than once a month",NA,26.4,"5 - Never",167,79,"No",9,"Female",54,"Legally married","2 - Like me","Yes"
0.39109644,846,"5 - Every day",300,7,8,6,"2 - Quite interested","3 - Some","2 - A little able","3 - Some","3 - Quite confident",7,8,8,8,8,8,8,"Not eligible to vote",9,"6 - Several times a week","4-6","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",5,3,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",2,"2 - Not very worried",9,"6 - Less than once a week","3 - Once a day",3,"5 - I have only smoked a few times","2 - Several times a week",80,90,"2 - Weekly",186,75,"No",9,"Male",20,NA,"2 - Like me","Yes"
0.3437713,90,"2 - Only occasionally",NA,5,5,4,"2 - Quite interested","1 - Not at all","4 - Very able","1 - Not at all","4 - Very confident",4,4,7,4,4,5,8,"Yes",8,"5 - Once a week","4-6","4 - More than most","Yes","2 - Safe","1 - Very good","3 - No",4,7,"No",3,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",2,"4 - Very worried",8,"3 - Once a day","3 - Once a day",7,"5 - I have only smoked a few times","3 - Once a week",9.6,26.4,"5 - Never",169,69,"No",8,"Male",68,"Legally married","4 - A little like me","Yes"
0.49430144,30,"5 - Every day",300,7,7,7,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","2 - A little confident",2,2,7,2,2,2,NA,"No",2,"6 - Several times a week","3","2 - Less than most","No","3 - Unsafe","3 - Fair","1 - Yes a lot",5,5,"No",0,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"Yes","No","Yes",7,"3 - Somewhat worried",5,"2 - Twice a day","3 - Once a day",5,"6 - I have never smoked","5 - Once a month",13.2,13.2,"5 - Never",164,88,"Yes",5,"Female",33,"Living with my partner - legally recognised","1 - Very much like me","Yes"
0.51011395,60,"5 - Every day",60,5,5,5,"3 - Hardly interested","4 - A lot","1 - Not at all able","3 - Some","3 - Quite confident",5,5,7,5,5,6,6,"No",7,"7 - Every day","4-6","3 - About the same","No","2 - Safe","1 - Very good","3 - No",3,8,"Yes",6,"5 - Only on special holy days","1 - Every day","No","No","No",2021,"Yes","No","No",7,"4 - Very worried",7,"1 - Three times or more a day","2 - Twice a day",1,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",160,52,"No",6,"Female",16,NA,"3 - Somewhat like me","Yes"
0.42108577,60,"5 - Every day",120,5,6,8,"1 - Very interested","2 - Very little","1 - Not at all able","3 - Some","2 - A little confident",6,5,8,3,2,0,7,"Yes",8,"4 - Several times a month","1","2 - Less than most","No","3 - Unsafe","3 - Fair","1 - Yes a lot",8,8,"No",1,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",6,"5 - Less than 4 times a week but at least once a week","3 - Once a day",0,"3 - I smoke but not every day","7 - Never",NA,NA,"6 - Not applicable",145,NA,"No",8,"Female",78,"Legally married","3 - Somewhat like me","Yes"
0.6437103,864,"5 - Every day",240,7,6,7,"2 - Quite interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",6,5,7,6,6,7,6,"Yes",8,"6 - Several times a week","4-6","5 - Much more than most","Yes","3 - Unsafe","2 - Good","3 - No",7,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",7,"2 - Twice a day","3 - Once a day",7,"2 - I smoke daily, 9 or fewer cigarettes","5 - Once a month",13.2,13.2,"5 - Never",165,NA,"No",8,"Female",70,NA,"2 - Like me","Yes"
0.38043842,1157,"5 - Every day",480,7,1,7,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","1 - Not at all confident",3,5,5,5,5,6,6,"Yes",8,"4 - Several times a month","3","4 - More than most","No","2 - Safe","2 - Good","3 - No",7,7,"No",6,"5 - Only on special holy days","5 - Only on special holy days","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",7,"2 - Twice a day","3 - Once a day",7,"6 - I have never smoked","4 - 2-3 times a month",9.6,13.2,"5 - Never",157,78,"No",7,"Female",59,"Legally married","2 - Like me","Yes"
1.0784302,30,"1 - Never",NA,1,2,2,"3 - Hardly interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",5,7,7,4,4,5,6,"Yes",7,"4 - Several times a month","2","1 - Much less than most","No","2 - Safe","3 - Fair","3 - No",8,5,"Yes",9,"3 - Once a week","2 - More than once a week","No","Yes","No",1960,"Yes","No","Yes",5,"3 - Somewhat worried",4,"3 - Once a day","3 - Once a day",0,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",155,49,"No",7,"Female",79,NA,"3 - Somewhat like me","Yes"
0.5956914,1020,"5 - Every day",60,9,3,4,"1 - Very interested","1 - Not at all","2 - A little able","2 - Very little","2 - A little confident",0,10,10,8,1,0,1,"No",9,"3 - Once a month","0 - None","2 - Less than most","Yes","4 - Very unsafe","1 - Very good","3 - No",5,1,"No",1,"4 - At least once a month","6 - Less often","No","Yes","Yes",NA,"No","Yes","Yes",1,"2 - Not very worried",1,"3 - Once a day","2 - Twice a day",0,"4 - I don’t smoke now but I used to","1 - Every day",10,190.6,"5 - Never",160,67,"No",3,"Female",76,NA,"1 - Very much like me","Yes"
1.3073946,15,"5 - Every day",240,7,7,6,"3 - Hardly interested","4 - A lot","3 - Quite able","3 - Some","3 - Quite confident",6,8,8,7,7,8,8,"Yes",7,"7 - Every day","10 or more","5 - Much more than most","No","2 - Safe","1 - Very good","3 - No",8,7,"No",6,"5 - Only on special holy days","7 - Never","Yes","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",7,"4 - Less than once a day but at least 4 times a week","1 - Three times or more a day",5,"6 - I have never smoked","2 - Several times a week",163.6,322.2,"2 - Weekly",170,63,"No",7,"Female",25,NA,"2 - Like me","Yes"
0.9739758,60,"5 - Every day",360,4,7,6,"3 - Hardly interested","3 - Some","2 - A little able","3 - Some","2 - A little confident",8,6,6,4,7,8,8,"Not eligible to vote",9,"7 - Every day","4-6","2 - Less than most","Yes","2 - Safe","2 - Good","2 - Yes to some extent",6,4,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",8,"3 - Once a day","3 - Once a day",0,"6 - I have never smoked","6 - Less than once a month",6.6,9.8,"5 - Never",170,53,"No",9,"Female",19,NA,"1 - Very much like me","Yes"
0.3735869,68,"5 - Every day",300,7,7,4,"1 - Very interested","2 - Very little","3 - Quite able","2 - Very little","3 - Quite confident",5,8,8,7,7,5,6,"Yes",7,"7 - Every day","10 or more","5 - Much more than most","No","2 - Safe","3 - Fair","2 - Yes to some extent",1,1,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",2,"3 - Somewhat worried",8,"5 - Less than 4 times a week but at least once a week","3 - Once a day",1,"4 - I don’t smoke now but I used to","1 - Every day",52.8,50,"1 - Daily or almost daily",186,116,"No",7,"Male",57,"Legally married","4 - A little like me","Yes"
0.41763088,90,"5 - Every day",30,8,8,4,"1 - Very interested","1 - Not at all","4 - Very able","3 - Some","3 - Quite confident",4,3,7,5,3,3,6,"Yes",7,"3 - Once a month","1","4 - More than most","No","1 - Very safe","4 - Bad","1 - Yes a lot",7,5,"No",0,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",3,"2 - Twice a day","2 - Twice a day",0,"4 - I don’t smoke now but I used to","6 - Less than once a month",0,6.6,"5 - Never",171,98,"Yes",5,"Female",69,NA,"2 - Like me","Yes"
0.32338783,30,"3 - A few times a week",NA,4,8,7,"3 - Hardly interested","3 - Some","1 - Not at all able","2 - Very little","1 - Not at all confident",2,1,5,2,1,1,1,"Yes",8,"5 - Once a week","0 - None","2 - Less than most","No","3 - Unsafe","2 - Good","3 - No",5,2,"Yes",9,"2 - More than once a week","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",8,"3 - Once a day","3 - Once a day",7,"4 - I don’t smoke now but I used to","6 - Less than once a month",0,20,"4 - Less than monthly",172,71,"No",9,"Male",73,NA,"1 - Very much like me","Yes"
0.6712813,30,"5 - Every day",510,9,8,5,"3 - Hardly interested","2 - Very little","4 - Very able","2 - Very little","3 - Quite confident",6,4,8,2,4,4,6,"Yes",9,"7 - Every day","10 or more","3 - About the same","No","1 - Very safe","2 - Good","2 - Yes to some extent",8,6,"No",1,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",5,"4 - Less than once a day but at least 4 times a week","2 - Twice a day",1,"6 - I have never smoked","2 - Several times a week",93.1,124,"2 - Weekly",175,72,"No",8,"Female",42,"Living with my partner - not legally recognised","2 - Like me","Yes"
0.47731614,120,"5 - Every day",480,7,6,9,"1 - Very interested","2 - Very little","2 - A little able","1 - Not at all","3 - Quite confident",7,5,10,3,5,3,7,"Yes",8,"7 - Every day","4-6","1 - Much less than most","No","2 - Safe","1 - Very good","3 - No",9,3,"No",5,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"4 - Very worried",8,"6 - Less than once a week","3 - Once a day",7,"6 - I have never smoked","6 - Less than once a month",6.6,10,"5 - Never",181,95,"Yes",8,"Male",36,NA,"2 - Like me","Yes"
0.43361726,0,"5 - Every day",450,8,7,5,"3 - Hardly interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",7,7,8,6,6,7,7,"No",9,"6 - Several times a week","4-6","3 - About the same","Yes","2 - Safe","2 - Good","3 - No",8,8,"Yes",7,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",8,"4 - Less than once a day but at least 4 times a week","4 - Less than once a day but at least 4 times a week",4,"6 - I have never smoked","6 - Less than once a month",0,20,"4 - Less than monthly",193,75,"No",9,"Male",20,NA,"2 - Like me","Yes"
0.679155,60,"4 - Most days",300,3,4,3,"3 - Hardly interested","1 - Not at all","1 - Not at all able","2 - Very little","2 - A little confident",4,4,5,3,3,5,3,"No",8,"4 - Several times a month","4-6","3 - About the same","No","4 - Very unsafe","3 - Fair","3 - No",2,5,"No",0,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",5,"3 - Once a day","3 - Once a day",2,"4 - I don’t smoke now but I used to","5 - Once a month",0,39.6,"3 - Monthly",168,63,"No",7,"Female",40,"Legally married","3 - Somewhat like me","Yes"
0.7009294,60,"5 - Every day",360,6,7,7,"3 - Hardly interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",8,8,8,8,8,8,8,"No",8,"7 - Every day","7-9","4 - More than most","No","1 - Very safe","1 - Very good","3 - No",7,7,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",8,"5 - Less than 4 times a week but at least once a week","5 - Less than 4 times a week but at least once a week",4,"6 - I have never smoked","2 - Several times a week",100,60,"2 - Weekly",183,72,"No",9,"Male",21,NA,"3 - Somewhat like me","Yes"
0.37183416,60,"5 - Every day",240,4,6,6,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",5,4,6,5,5,6,5,"Yes",7,"6 - Several times a week","7-9","4 - More than most","No","3 - Unsafe","3 - Fair","3 - No",7,7,"Yes",5,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",7,"6 - Less than once a week","3 - Once a day",2,"4 - I don’t smoke now but I used to","2 - Several times a week",13.2,36.2,"3 - Monthly",152,62,"No",8,"Female",57,NA,"2 - Like me","Yes"
0.82399136,30,"5 - Every day",120,7,7,8,"4 - Not at all interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",0,0,7,0,2,0,5,"Yes",9,"4 - Several times a month","2","2 - Less than most","No","2 - Safe","2 - Good","3 - No",1,6,"Yes",5,"7 - Never","7 - Never","No","No","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",7,"7 - Never","3 - Once a day",7,"5 - I have only smoked a few times","2 - Several times a week",9.6,39.2,"2 - Weekly",174,83,"No",8,"Male",40,"Legally married","2 - Like me","Yes"
0.6142131,30,"5 - Every day",660,3,7,3,"4 - Not at all interested","3 - Some","1 - Not at all able","3 - Some","1 - Not at all confident",2,7,10,0,0,1,0,"No",8,"6 - Several times a week","10 or more","3 - About the same","No","2 - Safe","2 - Good","2 - Yes to some extent",0,0,"Yes",10,"2 - More than once a week","1 - Every day","No","No","No",2010,"Yes","No","No",10,"5 - Extremely worried",8,"2 - Twice a day","2 - Twice a day",4,"5 - I have only smoked a few times","6 - Less than once a month",0,6.6,"5 - Never",167,105,"Yes",10,"Female",42,"Legally married","5 - Not like me","Yes"
0.7356978,120,"5 - Every day",240,5,7,4,"3 - Hardly interested","3 - Some","2 - A little able","2 - Very little","2 - A little confident",4,8,9,5,5,7,7,"Yes",8,"7 - Every day","3","4 - More than most","No","2 - Safe","1 - Very good","3 - No",9,10,"Yes",9,"7 - Never","3 - Once a week","Yes","Yes","Yes",NA,"Yes","Yes","Yes",9,"5 - Extremely worried",8,"2 - Twice a day","3 - Once a day",7,"6 - I have never smoked","6 - Less than once a month",13.2,9.8,"5 - Never",172,76,"No",8,"Male",64,NA,"3 - Somewhat like me","Yes"
0.88864833,10,"5 - Every day",450,8,5,5,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","2 - A little confident",3,2,6,2,0,0,0,"No",8,"7 - Every day","4-6","3 - About the same","No","2 - Safe","1 - Very good","3 - No",6,2,"Yes",5,"5 - Only on special holy days","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",6,"1 - Three times or more a day","2 - Twice a day",3,"6 - I have never smoked","3 - Once a week",0,29.6,"5 - Never",169,72,"No",7,"Male",54,"Legally married","2 - Like me","No"
0.62894654,15,"5 - Every day",90,4,6,5,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","2 - A little confident",7,6,6,6,6,7,7,"Yes",6,"7 - Every day","7-9","3 - About the same","No","3 - Unsafe","2 - Good","3 - No",2,3,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"4 - Very worried",5,"4 - Less than once a day but at least 4 times a week","2 - Twice a day",3,"3 - I smoke but not every day","2 - Several times a week",26.4,66,"2 - Weekly",176,64,"Yes",6,"Female",42,"Legally married","2 - Like me","Yes"
0.7598697,60,"5 - Every day",540,6,4,5,"3 - Hardly interested","3 - Some","3 - Quite able","3 - Some","2 - A little confident",6,8,8,5,5,7,7,"Yes",7,"6 - Several times a week","3","3 - About the same","No","2 - Safe","2 - Good","3 - No",6,6,"Yes",7,"6 - Less often","6 - Less often","Yes","Yes","Yes",NA,"No","Yes","No",8,"3 - Somewhat worried",6,"5 - Less than 4 times a week but at least once a week","3 - Once a day",7,"5 - I have only smoked a few times","7 - Never",NA,NA,"6 - Not applicable",160,68,"No",8,"Female",23,NA,"2 - Like me","Yes"
0.62231255,90,"5 - Every day",60,7,7,5,"1 - Very interested","3 - Some","3 - Quite able","3 - Some","4 - Very confident",7,6,8,8,7,5,5,"Yes",8,"5 - Once a week","2","4 - More than most","No","2 - Safe","2 - Good","2 - Yes to some extent",9,7,"Yes",6,"5 - Only on special holy days","4 - At least once a month","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",4,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",0,"4 - I don’t smoke now but I used to","1 - Every day",26.4,26.4,"4 - Less than monthly",177,95,"No",8,"Male",76,"Living with my partner - legally recognised","1 - Very much like me","Yes"
0.38043842,660,"5 - Every day",120,6,7,7,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",4,7,6,7,7,6,7,"Yes",7,"7 - Every day","3","2 - Less than most","No","1 - Very safe","1 - Very good","3 - No",7,7,"No",8,"7 - Never","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",8,"2 - Twice a day","3 - Once a day",7,"4 - I don’t smoke now but I used to","6 - Less than once a month",72,72,"5 - Never",165,67,"No",7,"Female",81,NA,"5 - Not like me","No"
1.0398977,60,"5 - Every day",180,6,6,4,"2 - Quite interested","2 - Very little","3 - Quite able","3 - Some","2 - A little confident",6,7,7,6,5,6,7,"Not eligible to vote",8,"7 - Every day","4-6","3 - About the same","No","2 - Safe","2 - Good","3 - No",6,6,"No",2,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",8,"5 - Less than 4 times a week but at least once a week","3 - Once a day",2,"6 - I have never smoked","3 - Once a week",0,29.6,NA,160,55,"No",8,"Female",16,NA,"2 - Like me","Yes"
0.4585157,15,"5 - Every day",480,5,8,8,"3 - Hardly interested","3 - Some","1 - Not at all able","3 - Some","1 - Not at all confident",6,7,7,4,4,6,7,"Yes",9,"6 - Several times a week","4-6","4 - More than most","No","1 - Very safe","1 - Very good","3 - No",3,3,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",9,"4 - Less than once a day but at least 4 times a week","3 - Once a day",3,"5 - I have only smoked a few times","3 - Once a week",20,58.8,"4 - Less than monthly",185,81,"No",9,"Male",28,"Legally married","4 - A little like me","Yes"
0.64759135,120,"4 - Most days",540,10,8,5,"3 - Hardly interested","3 - Some","1 - Not at all able","3 - Some","3 - Quite confident",8,8,10,7,8,7,7,"Not eligible to vote",9,"6 - Several times a week","2","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",6,8,"Yes",10,"7 - Never","3 - Once a week","No","Yes","Yes",NA,"No","No","No",8,"2 - Not very worried",9,"2 - Twice a day","3 - Once a day",0,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",178,59,"Yes",8,"Male",16,NA,"3 - Somewhat like me","No"
0.5340134,30,"5 - Every day",420,6,7,4,"3 - Hardly interested","3 - Some","3 - Quite able","2 - Very little","2 - A little confident",7,4,7,4,4,6,7,"Not eligible to vote",8,"7 - Every day","3","3 - About the same","No","2 - Safe","2 - Good","3 - No",6,8,"No",2,"6 - Less often","7 - Never","No","No","No",2012,"Yes","No","No",6,"3 - Somewhat worried",7,"2 - Twice a day","2 - Twice a day",7,"3 - I smoke but not every day","2 - Several times a week",39.6,10,"2 - Weekly",162,50,"No",8,"Female",21,NA,"2 - Like me","Yes"
0.30436742,120,"5 - Every day",45,1,3,3,"1 - Very interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",7,8,9,4,7,7,5,"Yes",8,"6 - Several times a week","3","3 - About the same","Yes","2 - Safe","1 - Very good","3 - No",7,9,"Yes",5,"5 - Only on special holy days","5 - Only on special holy days","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"4 - Very worried",9,"1 - Three times or more a day","2 - Twice a day",7,"6 - I have never smoked","3 - Once a week",78.4,9.6,"4 - Less than monthly",169,75,"No",9,"Male",64,"Legally married","2 - Like me","Yes"
0.40508428,60,"5 - Every day",120,7,7,4,"2 - Quite interested","3 - Some","1 - Not at all able","3 - Some","1 - Not at all confident",7,6,8,7,7,7,7,"Yes",9,"6 - Several times a week","4-6","2 - Less than most","No","2 - Safe","3 - Fair","3 - No",3,3,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",9,"4 - Less than once a day but at least 4 times a week","3 - Once a day",3,"6 - I have never smoked","3 - Once a week",49.8,98.4,"4 - Less than monthly",189,84,"No",9,"Male",52,"Legally married","2 - Like me","Yes"
0.43903044,120,"5 - Every day",10,3,7,7,"3 - Hardly interested","1 - Not at all","3 - Quite able","1 - Not at all","2 - A little confident",5,3,3,2,2,7,3,"No",2,"4 - Several times a month","2","4 - More than most","No","1 - Very safe","4 - Bad","1 - Yes a lot",6,7,"No",0,"7 - Never","7 - Never","No","No","No",1998,"Yes","No","No",10,"3 - Somewhat worried",6,"6 - Less than once a week","5 - Less than 4 times a week but at least once a week",0,"1 - I smoke daily, 10 or more cigarettes","1 - Every day",120,120,"3 - Monthly",183,NA,"No",3,"Male",62,NA,"6 - Not like me at all","Yes"
0.6739234,45,"5 - Every day",240,3,6,2,"1 - Very interested","2 - Very little",NA,"2 - Very little","2 - A little confident",1,5,7,4,3,5,3,"Yes",7,"4 - Several times a month","4-6","2 - Less than most","No","2 - Safe","1 - Very good","3 - No",9,6,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",1,"1 - Not at all worried",9,"4 - Less than once a day but at least 4 times a week","5 - Less than 4 times a week but at least once a week",0,"6 - I have never smoked","3 - Once a week",22.8,13.2,"4 - Less than monthly",175,76,"No",7,"Male",35,"Legally married","2 - Like me","Yes"
1.437167,20,"5 - Every day",120,5,5,8,"3 - Hardly interested","3 - Some","2 - A little able","1 - Not at all","2 - A little confident",8,8,8,4,4,8,8,"No",8,"6 - Several times a week","4-6","3 - About the same","Yes","1 - Very safe","1 - Very good","3 - No",8,8,"Yes",5,"3 - Once a week","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"2 - Not very worried",7,"4 - Less than once a day but at least 4 times a week","3 - Once a day",7,"6 - I have never smoked","3 - Once a week",154.1,126.1,"2 - Weekly",169,67,"No",7,"Male",21,NA,"1 - Very much like me","Yes"
1.1811816,240,"5 - Every day",30,8,6,6,"3 - Hardly interested","4 - A lot","2 - A little able","4 - A lot","2 - A little confident",6,10,10,6,6,9,10,"Yes",6,"3 - Once a month","1","1 - Much less than most","Yes","3 - Unsafe","3 - Fair","2 - Yes to some extent",8,8,"No",8,"5 - Only on special holy days","7 - Never","No","Yes","No",1973,"Yes","No","No",8,"3 - Somewhat worried",8,"2 - Twice a day","4 - Less than once a day but at least 4 times a week",7,"6 - I have never smoked","1 - Every day",13.2,96.7,"2 - Weekly",185,90,"No",2,"Male",69,NA,"2 - Like me","No"
0.6437103,90,"1 - Never",NA,7,8,7,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",5,5,7,5,7,8,NA,"Yes",7,"6 - Several times a week","2","1 - Much less than most","No","3 - Unsafe","3 - Fair","3 - No",9,7,"Yes",8,"5 - Only on special holy days","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",3,"3 - Somewhat worried",5,"3 - Once a day","3 - Once a day",0,"6 - I have never smoked","3 - Once a week",0,26.4,"5 - Never",165,83,"Yes",7,"Female",80,NA,"2 - Like me","Yes"
0.7160103,30,"5 - Every day",480,7,5,8,"2 - Quite interested","2 - Very little","3 - Quite able","1 - Not at all","1 - Not at all confident",7,7,8,4,3,4,7,"Yes",7,"5 - Once a week","2","3 - About the same","Yes","2 - Safe","2 - Good","3 - No",10,10,"Yes",5,"5 - Only on special holy days",NA,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,"5 - Extremely worried",7,"3 - Once a day","2 - Twice a day",3,"4 - I don’t smoke now but I used to","2 - Several times a week",39.6,72.8,"2 - Weekly",187,82,"No",7,"Male",39,"Legally married","1 - Very much like me","Yes"
